tenor,real_rf,market_erp,idiosyncratic,company_erp,real_coe
1.0,2.0168,3.2964,0.6576,3.954,5.9708
2.0,2.0641,4.1882,1.2148,5.403,7.4671
3.0,2.1123,5.4099,1.5691,6.979,9.0913
4.0,2.1731,5.4046,1.5676,6.9722,9.1453
5.0,2.2613,5.3887,1.563,6.9517,9.213
6.0,2.3879,5.3622,1.5553,6.9175,9.3054
7.0,2.5502,5.3252,1.5446,6.8698,9.42
8.0,2.7376,5.2775,1.5307,6.8082,9.5458
9.0,2.9356,5.2193,1.5139,6.7332,9.6688
10.0,3.1294,5.1505,1.4939,6.6444,9.7738
11.0,3.3062,5.071,1.4708,6.5418,9.848
12.0,3.4562,4.981,1.4447,6.4257,9.8819
13.0,3.5738,4.8804,1.4156,6.296,9.8698
14.0,3.6569,4.7692,1.3833,6.1525,9.8094
15.0,3.7063,4.6474,1.348,5.9954,9.7017
16.0,3.7248,4.5151,1.3096,5.8247,9.5495
17.0,3.7166,4.3721,1.2681,5.6402,9.3568
18.0,3.6865,4.2186,1.2236,5.4422,9.1287
19.0,3.6394,4.0544,1.176,5.2304,8.8698
20.0,3.5804,3.8797,1.1253,5.005,8.5854
21.0,3.5135,3.6944,1.0716,4.766,8.2795
22.0,3.4426,3.4985,1.0147,4.5132,7.9558
23.0,3.3705,3.292,0.9548,4.2468,7.6173
24.0,3.3001,3.0749,0.8919,3.9668,7.2669
25.0,3.234,2.8472,0.8258,3.673,6.907
26.0,3.175,2.609,0.7567,3.3657,6.5407
27.0,3.1259,2.3601,0.6845,3.0446,6.1705
28.0,3.0888,2.1007,0.6093,2.71,5.7988
29.0,3.065,1.8306,0.531,2.3616,5.4266
30.0,3.0537,1.55,0.4496,1.9996,5.0533
31.0,3.0537,1.55,0.4496,1.9996,5.0533
32.0,3.0537,1.55,0.4496,1.9996,5.0533
33.0,3.0537,1.55,0.4496,1.9996,5.0533
34.0,3.0537,1.55,0.4496,1.9996,5.0533
35.0,3.0537,1.55,0.4496,1.9996,5.0533
36.0,3.0537,1.55,0.4496,1.9996,5.0533
37.0,3.0537,1.55,0.4496,1.9996,5.0533
38.0,3.0537,1.55,0.4496,1.9996,5.0533
39.0,3.0537,1.55,0.4496,1.9996,5.0533
40.0,3.0537,1.55,0.4496,1.9996,5.0533
41.0,3.0537,1.55,0.4545,2.0045,5.0582
42.0,3.0537,1.55,0.4689,2.0189,5.0726
43.0,3.0537,1.55,0.4926,2.0426,5.0963
44.0,3.0537,1.55,0.5253,2.0753,5.129
45.0,3.0537,1.55,0.5666,2.1166,5.1703
46.0,3.0537,1.55,0.6163,2.1663,5.22
47.0,3.0537,1.55,0.6741,2.2241,5.2778
48.0,3.0537,1.55,0.7397,2.2897,5.3434
49.0,3.0537,1.55,0.8128,2.3628,5.4165
50.0,3.0537,1.55,0.8931,2.4431,5.4968
51.0,3.0537,1.55,0.9802,2.5302,5.5839
52.0,3.0537,1.55,1.074,2.624,5.6777
53.0,3.0537,1.55,1.1741,2.7241,5.7778
54.0,3.0537,1.55,1.2802,2.8302,5.8839
55.0,3.0537,1.55,1.392,2.942,5.9957
56.0,3.0537,1.55,1.5092,3.0592,6.1129
57.0,3.0537,1.55,1.6316,3.1816,6.2353
58.0,3.0537,1.55,1.7588,3.3088,6.3625
59.0,3.0537,1.55,1.8905,3.4405,6.4942
60.0,3.0537,1.55,2.0265,3.5765,6.6302
61.0,3.0537,1.55,2.1664,3.7164,6.7701
62.0,3.0537,1.55,2.3099,3.8599,6.9136
63.0,3.0537,1.55,2.4568,4.0068,7.0605
64.0,3.0537,1.55,2.6068,4.1568,7.2105
65.0,3.0537,1.55,2.7595,4.3095,7.3632
66.0,3.0537,1.55,2.9147,4.4647,7.5184
67.0,3.0537,1.55,3.072,4.622,7.6757
68.0,3.0537,1.55,3.2312,4.7812,7.8349
69.0,3.0537,1.55,3.392,4.942,7.9957
70.0,3.0537,1.55,3.5541,5.1041,8.1578
71.0,3.0537,1.55,3.7171,5.2671,8.3208
72.0,3.0537,1.55,3.8809,5.4309,8.4846
73.0,3.0537,1.55,4.045,5.595,8.6487
74.0,3.0537,1.55,4.2093,5.7593,8.813
75.0,3.0537,1.55,4.3733,5.9233,8.977
76.0,3.0537,1.55,4.5369,6.0869,9.1406
77.0,3.0537,1.55,4.6996,6.2496,9.3033
78.0,3.0537,1.55,4.8613,6.4113,9.465
79.0,3.0537,1.55,5.0216,6.5716,9.6253
80.0,3.0537,1.55,5.1803,6.7303,9.784
81.0,3.0537,1.55,5.3369,6.8869,9.9406
82.0,3.0537,1.55,5.4913,7.0413,10.095
83.0,3.0537,1.55,5.6431,7.1931,10.2468
84.0,3.0537,1.55,5.7921,7.3421,10.3958
85.0,3.0537,1.55,5.9379,7.4879,10.5416
86.0,3.0537,1.55,6.0803,7.6303,10.684
87.0,3.0537,1.55,6.2189,7.7689,10.8226
88.0,3.0537,1.55,6.3535,7.9035,10.9572
89.0,3.0537,1.55,6.4837,8.0337,11.0874
90.0,3.0537,1.55,6.6093,8.1593,11.213
91.0,3.0537,1.55,6.73,8.28,11.3337
92.0,3.0537,1.55,6.8454,8.3954,11.4491
93.0,3.0537,1.55,6.9554,8.5054,11.5591
94.0,3.0537,1.55,7.0595,8.6095,11.6632
95.0,3.0537,1.55,7.1575,8.7075,11.7612
96.0,3.0537,1.55,7.2491,8.7991,11.8528
97.0,3.0537,1.55,7.334,8.884,11.9377
98.0,3.0537,1.55,7.4119,8.9619,12.0156
99.0,3.0537,1.55,7.4826,9.0326,12.0863
100.0,3.0537,1.55,7.5456,9.0956,12.1493
101.0,3.0537,1.55,7.6007,9.1507,12.2044
102.0,3.0537,1.55,7.6477,9.1977,12.2514
103.0,3.0537,1.55,7.6862,9.2362,12.2899
104.0,3.0537,1.55,7.7159,9.2659,12.3196
105.0,3.0537,1.55,7.7365,9.2865,12.3402
106.0,3.0537,1.55,7.7478,9.2978,12.3515
107.0,3.0537,1.55,7.75,9.3,12.3537
108.0,3.0537,1.55,7.75,9.3,12.3537
109.0,3.0537,1.55,7.75,9.3,12.3537
110.0,3.0537,1.55,7.75,9.3,12.3537
111.0,3.0537,1.55,7.75,9.3,12.3537
112.0,3.0537,1.55,7.75,9.3,12.3537
113.0,3.0537,1.55,7.75,9.3,12.3537
114.0,3.0537,1.55,7.75,9.3,12.3537
