tenor,real_rf,market_erp,idiosyncratic,company_erp,real_coe
1.0,2.0965,3.4585,1.0541,4.5126,6.6091
2.0,2.1298,4.4132,0.9846,5.3978,7.5276
3.0,2.1637,5.665,1.2638,6.9288,9.0925
4.0,2.2094,5.6593,1.2626,6.9219,9.1313
5.0,2.2805,5.6424,1.2588,6.9012,9.1817
6.0,2.3874,5.6143,1.2525,6.8668,9.2542
7.0,2.5309,5.5749,1.2437,6.8186,9.3495
8.0,2.7024,5.5242,1.2324,6.7566,9.459
9.0,2.8869,5.4622,1.2186,6.6808,9.5677
10.0,3.0681,5.389,1.2023,6.5913,9.6594
11.0,3.2323,5.3046,1.1834,6.488,9.7203
12.0,3.3693,5.2089,1.1621,6.371,9.7403
13.0,3.4732,5.1019,1.1382,6.2401,9.7133
14.0,3.5428,4.9836,1.1118,6.0954,9.6382
15.0,3.5799,4.8541,1.0829,5.937,9.5169
16.0,3.5887,4.7133,1.0515,5.7648,9.3535
17.0,3.5747,4.5613,1.0176,5.5789,9.1536
18.0,3.5436,4.398,0.9812,5.3792,8.9228
19.0,3.5007,4.2234,0.9422,5.1656,8.6663
20.0,3.4505,4.0376,0.9008,4.9384,8.3889
21.0,3.3954,3.8405,0.8568,4.6973,8.0927
22.0,3.3363,3.6322,0.8103,4.4425,7.7788
23.0,3.2748,3.4126,0.7613,4.1739,7.4487
24.0,3.2129,3.1817,0.7098,3.8915,7.1044
25.0,3.1532,2.9396,0.6558,3.5954,6.7486
26.0,3.0985,2.6862,0.5993,3.2855,6.384
27.0,3.0517,2.4215,0.5402,2.9617,6.0134
28.0,3.0155,2.1456,0.4787,2.6243,5.6398
29.0,2.9916,1.8584,0.4146,2.273,5.2646
30.0,2.9799,1.56,0.348,1.908,4.8879
31.0,2.9799,1.56,0.348,1.908,4.8879
32.0,2.9799,1.56,0.348,1.908,4.8879
33.0,2.9799,1.56,0.348,1.908,4.8879
34.0,2.9799,1.56,0.348,1.908,4.8879
35.0,2.9799,1.56,0.348,1.908,4.8879
36.0,2.9799,1.56,0.348,1.908,4.8879
37.0,2.9799,1.56,0.348,1.908,4.8879
38.0,2.9799,1.56,0.348,1.908,4.8879
39.0,2.9799,1.56,0.348,1.908,4.8879
40.0,2.9799,1.56,0.348,1.908,4.8879
41.0,2.9799,1.56,0.3569,1.9169,4.8968
42.0,2.9799,1.56,0.3828,1.9428,4.9227
43.0,2.9799,1.56,0.4253,1.9853,4.9652
44.0,2.9799,1.56,0.4835,2.0435,5.0234
45.0,2.9799,1.56,0.5567,2.1167,5.0966
46.0,2.9799,1.56,0.6442,2.2042,5.1841
47.0,2.9799,1.56,0.7453,2.3053,5.2852
48.0,2.9799,1.56,0.8593,2.4193,5.3992
49.0,2.9799,1.56,0.9854,2.5454,5.5253
50.0,2.9799,1.56,1.123,2.683,5.6629
51.0,2.9799,1.56,1.2714,2.8314,5.8113
52.0,2.9799,1.56,1.4297,2.9897,5.9696
53.0,2.9799,1.56,1.5973,3.1573,6.1372
54.0,2.9799,1.56,1.7736,3.3336,6.3135
