tenor,real_rf,market_erp,idiosyncratic,company_erp,real_coe
1.0,2.0168,3.2964,1.3635,4.6599,6.6767
2.0,2.0641,4.1882,1.1368,5.325,7.3891
3.0,2.1123,5.4099,1.4685,6.8784,8.9907
4.0,2.1731,5.4046,1.467,6.8716,9.0447
5.0,2.2613,5.3887,1.4627,6.8514,9.1127
6.0,2.3879,5.3622,1.4555,6.8177,9.2056
7.0,2.5502,5.3252,1.4455,6.7707,9.3209
8.0,2.7376,5.2775,1.4325,6.71,9.4476
9.0,2.9356,5.2193,1.4167,6.636,9.5716
10.0,3.1294,5.1505,1.398,6.5485,9.6779
11.0,3.3062,5.071,1.3765,6.4475,9.7537
12.0,3.4562,4.981,1.352,6.333,9.7892
13.0,3.5738,4.8804,1.3247,6.2051,9.7789
14.0,3.6569,4.7692,1.2945,6.0637,9.7206
15.0,3.7063,4.6474,1.2615,5.9089,9.6152
16.0,3.7248,4.5151,1.2256,5.7407,9.4655
17.0,3.7166,4.3721,1.1868,5.5589,9.2755
18.0,3.6865,4.2186,1.1451,5.3637,9.0502
19.0,3.6394,4.0544,1.1005,5.1549,8.7943
20.0,3.5804,3.8797,1.0531,4.9328,8.5132
21.0,3.5135,3.6944,1.0028,4.6972,8.2107
22.0,3.4426,3.4985,0.9496,4.4481,7.8907
23.0,3.3705,3.292,0.8936,4.1856,7.5561
24.0,3.3001,3.0749,0.8346,3.9095,7.2096
25.0,3.234,2.8472,0.7728,3.62,6.854
26.0,3.175,2.609,0.7082,3.3172,6.4922
27.0,3.1259,2.3601,0.6406,3.0007,6.1266
28.0,3.0888,2.1007,0.5702,2.6709,5.7597
29.0,3.065,1.8306,0.4969,2.3275,5.3925
30.0,3.0537,1.55,0.4207,1.9707,5.0244
31.0,3.0537,1.55,0.4207,1.9707,5.0244
32.0,3.0537,1.55,0.4207,1.9707,5.0244
33.0,3.0537,1.55,0.4207,1.9707,5.0244
34.0,3.0537,1.55,0.4207,1.9707,5.0244
35.0,3.0537,1.55,0.4207,1.9707,5.0244
36.0,3.0537,1.55,0.4207,1.9707,5.0244
37.0,3.0537,1.55,0.4207,1.9707,5.0244
38.0,3.0537,1.55,0.4207,1.9707,5.0244
39.0,3.0537,1.55,0.4207,1.9707,5.0244
40.0,3.0537,1.55,0.4207,1.9707,5.0244
41.0,3.0537,1.55,0.4294,1.9794,5.0331
42.0,3.0537,1.55,0.455,2.005,5.0587
43.0,3.0537,1.55,0.4967,2.0467,5.1004
44.0,3.0537,1.55,0.5539,2.1039,5.1576
45.0,3.0537,1.55,0.626,2.176,5.2297
46.0,3.0537,1.55,0.712,2.262,5.3157
47.0,3.0537,1.55,0.8115,2.3615,5.4152
48.0,3.0537,1.55,0.9236,2.4736,5.5273
49.0,3.0537,1.55,1.0476,2.5976,5.6513
50.0,3.0537,1.55,1.183,2.733,5.7867
51.0,3.0537,1.55,1.3289,2.8789,5.9326
52.0,3.0537,1.55,1.4846,3.0346,6.0883
53.0,3.0537,1.55,1.6495,3.1995,6.2532
54.0,3.0537,1.55,1.8228,3.3728,6.4265
55.0,3.0537,1.55,2.0039,3.5539,6.6076
56.0,3.0537,1.55,2.192,3.742,6.7957
57.0,3.0537,1.55,2.3864,3.9364,6.9901
58.0,3.0537,1.55,2.5864,4.1364,7.1901
59.0,3.0537,1.55,2.7914,4.3414,7.3951
60.0,3.0537,1.55,3.0006,4.5506,7.6043
61.0,3.0537,1.55,3.2134,4.7634,7.8171
62.0,3.0537,1.55,3.4289,4.9789,8.0326
63.0,3.0537,1.55,3.6465,5.1965,8.2502
64.0,3.0537,1.55,3.8656,5.4156,8.4693
65.0,3.0537,1.55,4.0854,5.6354,8.6891
66.0,3.0537,1.55,4.3051,5.8551,8.9088
67.0,3.0537,1.55,4.5242,6.0742,9.1279
68.0,3.0537,1.55,4.7418,6.2918,9.3455
69.0,3.0537,1.55,4.9574,6.5074,9.5611
70.0,3.0537,1.55,5.1701,6.7201,9.7738
71.0,3.0537,1.55,5.3793,6.9293,9.983
72.0,3.0537,1.55,5.5843,7.1343,10.188
73.0,3.0537,1.55,5.7843,7.3343,10.388
74.0,3.0537,1.55,5.9788,7.5288,10.5825
75.0,3.0537,1.55,6.1669,7.7169,10.7706
76.0,3.0537,1.55,6.3479,7.8979,10.9516
77.0,3.0537,1.55,6.5213,8.0713,11.125
78.0,3.0537,1.55,6.6861,8.2361,11.2898
79.0,3.0537,1.55,6.8419,8.3919,11.4456
80.0,3.0537,1.55,6.9878,8.5378,11.5915
81.0,3.0537,1.55,7.1231,8.6731,11.7268
82.0,3.0537,1.55,7.2472,8.7972,11.8509
83.0,3.0537,1.55,7.3593,8.9093,11.963
84.0,3.0537,1.55,7.4587,9.0087,12.0624
85.0,3.0537,1.55,7.5448,9.0948,12.1485
86.0,3.0537,1.55,7.6168,9.1668,12.2205
87.0,3.0537,1.55,7.674,9.224,12.2777
88.0,3.0537,1.55,7.7158,9.2658,12.3195
89.0,3.0537,1.55,7.7413,9.2913,12.345
90.0,3.0537,1.55,7.75,9.3,12.3537
91.0,3.0537,1.55,7.75,9.3,12.3537
92.0,3.0537,1.55,7.75,9.3,12.3537
93.0,3.0537,1.55,7.75,9.3,12.3537
94.0,3.0537,1.55,7.75,9.3,12.3537
95.0,3.0537,1.55,7.75,9.3,12.3537
96.0,3.0537,1.55,7.75,9.3,12.3537
97.0,3.0537,1.55,7.75,9.3,12.3537
98.0,3.0537,1.55,7.75,9.3,12.3537
99.0,3.0537,1.55,7.75,9.3,12.3537
100.0,3.0537,1.55,7.75,9.3,12.3537
101.0,3.0537,1.55,7.75,9.3,12.3537
102.0,3.0537,1.55,7.75,9.3,12.3537
103.0,3.0537,1.55,7.75,9.3,12.3537
104.0,3.0537,1.55,7.75,9.3,12.3537
105.0,3.0537,1.55,7.75,9.3,12.3537
106.0,3.0537,1.55,7.75,9.3,12.3537
107.0,3.0537,1.55,7.75,9.3,12.3537
108.0,3.0537,1.55,7.75,9.3,12.3537
109.0,3.0537,1.55,7.75,9.3,12.3537
110.0,3.0537,1.55,7.75,9.3,12.3537
111.0,3.0537,1.55,7.75,9.3,12.3537
112.0,3.0537,1.55,7.75,9.3,12.3537
113.0,3.0537,1.55,7.75,9.3,12.3537
114.0,3.0537,1.55,7.75,9.3,12.3537
115.0,3.0537,1.55,7.75,9.3,12.3537
116.0,3.0537,1.55,7.75,9.3,12.3537
117.0,3.0537,1.55,7.75,9.3,12.3537
118.0,3.0537,1.55,7.75,9.3,12.3537
119.0,3.0537,1.55,7.75,9.3,12.3537
120.0,3.0537,1.55,7.75,9.3,12.3537
121.0,3.0537,1.55,7.75,9.3,12.3537
122.0,3.0537,1.55,7.75,9.3,12.3537
123.0,3.0537,1.55,7.75,9.3,12.3537
124.0,3.0537,1.55,7.75,9.3,12.3537
125.0,3.0537,1.55,7.75,9.3,12.3537
126.0,3.0537,1.55,7.75,9.3,12.3537
127.0,3.0537,1.55,7.75,9.3,12.3537
