tenor,real_rf,market_erp,idiosyncratic,company_erp,real_coe
1.0,2.0168,3.2964,1.4882,4.7846,6.8014
2.0,2.0641,4.1882,1.7216,5.9098,7.9739
3.0,2.1123,5.4099,2.2238,7.6337,9.746
4.0,2.1731,5.4046,2.2216,7.6262,9.7993
5.0,2.2613,5.3887,2.2151,7.6038,9.8651
6.0,2.3879,5.3622,2.2042,7.5664,9.9543
7.0,2.5502,5.3252,2.189,7.5142,10.0644
8.0,2.7376,5.2775,2.1694,7.4469,10.1845
9.0,2.9356,5.2193,2.1455,7.3648,10.3004
10.0,3.1294,5.1505,2.1172,7.2677,10.3971
11.0,3.3062,5.071,2.0845,7.1555,10.4617
12.0,3.4562,4.981,2.0475,7.0285,10.4847
13.0,3.5738,4.8804,2.0061,6.8865,10.4603
14.0,3.6569,4.7692,1.9604,6.7296,10.3865
15.0,3.7063,4.6474,1.9104,6.5578,10.2641
16.0,3.7248,4.5151,1.856,6.3711,10.0959
17.0,3.7166,4.3721,1.7972,6.1693,9.8859
18.0,3.6865,4.2186,1.7341,5.9527,9.6392
19.0,3.6394,4.0544,1.6666,5.721,9.3604
20.0,3.5804,3.8797,1.5948,5.4745,9.0549
21.0,3.5135,3.6944,1.5186,5.213,8.7265
22.0,3.4426,3.4985,1.4381,4.9366,8.3792
23.0,3.3705,3.292,1.3532,4.6452,8.0157
24.0,3.3001,3.0749,1.264,4.3389,7.639
25.0,3.234,2.8472,1.1704,4.0176,7.2516
26.0,3.175,2.609,1.0725,3.6815,6.8565
27.0,3.1259,2.3601,0.9701,3.3302,6.4561
28.0,3.0888,2.1007,0.8635,2.9642,6.053
29.0,3.065,1.8306,0.7525,2.5831,5.6481
30.0,3.0537,1.55,0.6371,2.1871,5.2408
31.0,3.0537,1.55,0.6371,2.1871,5.2408
32.0,3.0537,1.55,0.6371,2.1871,5.2408
33.0,3.0537,1.55,0.6371,2.1871,5.2408
34.0,3.0537,1.55,0.6371,2.1871,5.2408
35.0,3.0537,1.55,0.6371,2.1871,5.2408
36.0,3.0537,1.55,0.6371,2.1871,5.2408
37.0,3.0537,1.55,0.6371,2.1871,5.2408
38.0,3.0537,1.55,0.6371,2.1871,5.2408
