tenor,real_rf,market_erp,idiosyncratic,company_erp,real_coe
1.0,2.0168,3.2964,1.2952,4.5916,6.6084
2.0,2.0641,4.1882,1.2551,5.4433,7.5074
3.0,2.1123,5.4099,1.6212,7.0311,9.1434
4.0,2.1731,5.4046,1.6196,7.0242,9.1973
5.0,2.2613,5.3887,1.6148,7.0035,9.2648
6.0,2.3879,5.3622,1.6069,6.9691,9.357
7.0,2.5502,5.3252,1.5958,6.921,9.4712
8.0,2.7376,5.2775,1.5815,6.859,9.5966
9.0,2.9356,5.2193,1.564,6.7833,9.7189
10.0,3.1294,5.1505,1.5434,6.6939,9.8233
11.0,3.3062,5.071,1.5196,6.5906,9.8968
12.0,3.4562,4.981,1.4926,6.4736,9.9298
13.0,3.5738,4.8804,1.4625,6.3429,9.9167
14.0,3.6569,4.7692,1.4292,6.1984,9.8553
15.0,3.7063,4.6474,1.3927,6.0401,9.7464
16.0,3.7248,4.5151,1.353,5.8681,9.5929
17.0,3.7166,4.3721,1.3102,5.6823,9.3989
18.0,3.6865,4.2186,1.2642,5.4828,9.1693
19.0,3.6394,4.0544,1.215,5.2694,8.9088
20.0,3.5804,3.8797,1.1626,5.0423,8.6227
21.0,3.5135,3.6944,1.1071,4.8015,8.315
22.0,3.4426,3.4985,1.0484,4.5469,7.9895
23.0,3.3705,3.292,0.9865,4.2785,7.649
24.0,3.3001,3.0749,0.9214,3.9963,7.2964
25.0,3.234,2.8472,0.8532,3.7004,6.9344
26.0,3.175,2.609,0.7818,3.3908,6.5658
27.0,3.1259,2.3601,0.7072,3.0673,6.1932
28.0,3.0888,2.1007,0.6295,2.7302,5.819
29.0,3.065,1.8306,0.5486,2.3792,5.4442
30.0,3.0537,1.55,0.4645,2.0145,5.0682
31.0,3.0537,1.55,0.4645,2.0145,5.0682
32.0,3.0537,1.55,0.4645,2.0145,5.0682
33.0,3.0537,1.55,0.4645,2.0145,5.0682
34.0,3.0537,1.55,0.4645,2.0145,5.0682
35.0,3.0537,1.55,0.4645,2.0145,5.0682
36.0,3.0537,1.55,0.4645,2.0145,5.0682
37.0,3.0537,1.55,0.4645,2.0145,5.0682
38.0,3.0537,1.55,0.4645,2.0145,5.0682
39.0,3.0537,1.55,0.4645,2.0145,5.0682
40.0,3.0537,1.55,0.4645,2.0145,5.0682
41.0,3.0537,1.55,0.4731,2.0231,5.0768
42.0,3.0537,1.55,0.4985,2.0485,5.1022
43.0,3.0537,1.55,0.54,2.09,5.1437
44.0,3.0537,1.55,0.5969,2.1469,5.2006
